CityTown,Location,StateTerritory,Country,Date,EstimateText,EstimateLow,BestGuess,EstimateHigh,AdjustedLow,AdjustedHigh,Actor,Claim,Pro(2)/Anti(1),Women's?,EventType,ReportedArrests,ReportedParticipantInjuries,ReportedPoliceInjuries,ReportedPropertyDamage,TownsCities,Events,Source1,Source2,Source3,Misc.,,
Grand Forks,Gyro Park,BC,Canada,2018-01-20,,25,,25,,,Women's March Canada,Empower Voters to Support Women's Rights,1,1,March,0,0,0,0,1,1,http://www.womensmarchcanada.com/36295/we_march_in_grand_forks_british_columbia_canada,,,,,
Grenoble,Musee de Grenoble,,France,2018-01-21,FB: 6,6,,6,,,Women's March,Empower Voters to Support Women's Rights,1,1,Rally,0,0,0,0,1,1,https://www.facebook.com/events/171507920131927/,,,,,
Gurgaon,,,India,2018-01-21,,,,,,,I Will Go Out,"Anti-harrassment, molestation, and mysogyny",0,1,March,0,0,0,0,1,1,https://mashable.com/2017/01/23/i-will-go-out-marches-women-safety-india/#rJUZM4s_Nmqg,,,,,
Halifax,Halifax City Hall,,Canada,2018-01-20,FB: 676,676,,780,,,March on Canada,Empower Voters to Support Women's Rights,1,1,March,0,0,0,0,1,1,https://www.facebook.com/events/1528377957210556/,http://www.womensmarchcanada.com/38512/womens_march_halifax_2018,,,,
Halifax,Cornwallis Park,,Canada,2018-01-20,dozens,24,,24,,,Women's March,Walking the Talk rally to highlight the voices of marginalized groups in feminism,1,1,march,0,0,0,0,0,1,http://www.cbc.ca/news/canada/nova-scotia/counter-rally-diverse-organization-halifax-women-s-march-1.4496892,,,,,
Hamburg,Hamburg Rathaus,,Germany,2018-01-20,,,,,,,Women's March,Empower Voters to Support Women's Rights,1,1,March,0,0,0,0,1,1,https://actionnetwork.org/events/march-for-democracy-2?referrer=&source=widget&email_referrer=&can_id=,,,,,
Hamilton,Hamilton City Hall,Ontario,Canada,2018-01-20,FB: 283,283,,322,,,Women's March,Empower Voters to Support Women's Rights,1,1,March,0,0,0,0,1,1,https://www.facebook.com/events/382722398850315/,http://www.womensmarchcanada.com/women_s_march_canada_hamilton,,,,
Hamilton,Queen Elizabeth Park (Par-la-Ville Park),Bermuda,Bermuda,2018-01-20,,18,,20,,,Women's March,Empower Voters to Support Women's Rights,1,1,March,0,0,0,0,1,1,https://actionnetwork.org/events/womens-march-on-bermuda,http://bernews.com/2018/01/video-womens-march-at-queen-elizabeth-park/,,,,
Heidelberg,Friedrich-Ebert-Platz,,Germany,2018-01-20,FB: 228,228,,228,,,Women's March,Empower Voters to Support Women's Rights,1,1,March,0,0,0,0,1,1,https://www.facebook.com/events/904862333015506/,,,,,
Huntsville,70 King William Street,Ontario,Canada,2018-01-20,FB: 53,53,,59,,,Women's March,Empower Voters to Support Women's Rights,1,1,March,0,0,0,0,1,1,https://www.facebook.com/events/1697890216899355/,http://www.womensmarchcanada.com/muskoka/women_s_march_muskoka,,,,
Hyderabad,,,India,2018-01-21,,,,,,,I Will Go Out,"Anti-harrassment, molestation, and mysogyny",0,1,March,0,0,0,0,1,1,http://www.dailymail.co.uk/indiahome/indianews/article-4145908/I-Women-march-India.html,https://mashable.com/2017/01/23/i-will-go-out-marches-women-safety-india/#rJUZM4s_Nmqg,,,,
Iles de la Madeleine,128 Chemin Principal,Quebec,Canada,2018-01-20,,,,,,,Women's March Canada,Empower Voters to Support Women's Rights,1,1,March,0,0,0,0,1,1,http://www.womensmarchcanada.com/womens-march-canada-ilesdelamadeleine-march,,,,,
Jaipur,,,India,2018-01-21,,,,,,,I Will Go Out,"Anti-harrassment, molestation, and mysogyny",0,1,March,0,0,0,0,1,1,https://mashable.com/2017/01/23/i-will-go-out-marches-women-safety-india/#rJUZM4s_Nmqg,,,,,
Jammu,,,India,2018-01-21,,,,,,,I Will Go Out,"Anti-harrassment, molestation, and mysogyny",0,0,March,0,0,0,0,1,1,https://www.facebook.com/events/332146977288991/,,,,,
Kaiserlautern,Spinnraedl Restaurant,,Germany,2018-01-20,,,,,,,Democrats Abroad Germany,Empower Voters to Support Women's Rights,1,1,Gathering,0,0,0,0,1,1,https://actionnetwork.org/events/kaiserslautern-dag-chapter-get-out-the-votemarch-to-the-ballot-box?referrer=&source=&email_referrer=&can_id=,,,,,
Kamloops,Sandman Centre,BC,Canada,2018-01-20,,143,,143,,,Women's March Canada,Empower Voters to Support Women's Rights,1,1,March,0,0,0,0,1,1,http://www.womensmarchcanada.com/carlinbolt/kamloops_women_s_march_2018,,,,,
Kampala,Hilltop Naguru,,Uganda,2018-01-20,FB 95,95,,95,,,Women's March,Empower Voters to Support Women's Rights,1,1,rally,0,0,0,0,1,1,https://www.facebook.com/events/134089590620213/,,,,,
Kangra,,,India,2018-01-21,,,,,,,I Will Go Out,"Anti-harrassment, molestation, and mysogyny",0,1,March,0,0,0,0,1,1,https://mashable.com/2017/01/23/i-will-go-out-marches-women-safety-india/#rJUZM4s_Nmqg,,,,,
Kansai,Nakanoshima Park,Osaka,Japan,2018-01-20,FB: 38,38,,38,,,Women's March,Empower Voters to Support Women's Rights,1,1,March,0,0,0,0,1,1,https://actionnetwork.org/events/kansai-womens-march-and-vigil-look-back-march-forward,https://www.facebook.com/events/251577585378079/,,,,
Karimganj,,,India,2018-01-21,,,,,,,I Will Go Out,"Anti-harrassment, molestation, and mysogyny",0,1,March,0,0,0,0,1,1,https://mashable.com/2017/01/23/i-will-go-out-marches-women-safety-india/#rJUZM4s_Nmqg,,,,,
Kelowna,1435 Water Street,BC,Canada,2018-01-20,FB: 25,25,,25,,,March on Canada,Empower Voters to Support Women's Rights,1,1,March,0,0,0,0,1,1,https://www.facebook.com/events/156062128352981/,,,,,
Kingstown,Electoral Office,St. Vincent and the Grenadines,St. Vincent and the Grenadines,2018-01-21,,,,,,,De Frontline,Empower Voters to Support Women's Rights,1,1,March,0,0,0,0,1,1,https://actionnetwork.org/events/de-frontline,,,,,
Kitchener,Kitchener City Hall,Ontario,Canada,2018-01-20,FB: 499,499,,566,,,Women's March,Empower Voters to Support Women's Rights,1,1,March,0,0,0,0,1,1,https://www.facebook.com/events/139239573361865/,http://www.womensmarchcanada.com/womens-march-canada-waterloo-march-2018,,,,
Kolkata,,,India,2018-01-21,,,,,,,I Will Go Out,"Anti-harrassment, molestation, and mysogyny",0,0,March,0,0,0,0,1,1,https://www.facebook.com/events/332146977288991/,,,,,
Lagos,,,Nigeria,2018-01-21,,,,,,,Women's March,Empower Voters to Support Women's Rights,1,1,March,0,0,0,0,1,1,https://www.facebook.com/login/?next=https%3A%2F%2Fwww.facebook.com%2Fgroups%2F160139831296104%2F,,,,,
Lome,downtown Lome,,Togo,2018-01-20,thousands,2000,,2000,,,women protestors,Demanding end of Gnassinbe presidency,0,1,March,0,0,0,0,1,1,https://face2faceafrica.com/article/womens-march-also-held-togo-different-dictator,,,,,
London,Victoria Park,Ontario,Canada,2018-01-20,,118,,118,,,Women's March,Empower Voters to Support Women's Rights,1,1,March,0,0,0,0,1,1,http://www.lfpress.com/2018/01/20/london-takes-part-in-global-march-for-women,http://www.womensmarchcanada.com/wendy/womens_march_london_2018,,,,
London,Richmond Terrance,England,UK,2018-01-21,FB: 3000,3000,,3000,,,Women's March,Empower Voters to Support Women's Rights,1,1,Rally,0,0,0,0,1,1,https://www.facebook.com/events/685982471609772/,https://www.abqjournal.com/1122341/global-female-empowerment-marches-enter-second-day.html,,,,
London,23 Kensington Sq,England,UK,2018-01-21,,,,,,,Democrats Abroad UK,Empower Voters to Support Women's Rights,1,1,March,0,0,0,0,0,1,https://actionnetwork.org/events/march-to-the-ballot?referrer=&source=&email_referrer=&can_id=,,,,,
Lucknow,,,India,2018-01-21,,,,,,,I Will Go Out,"Anti-harrassment, molestation, and mysogyny",0,1,March,0,0,0,0,1,1,https://mashable.com/2017/01/23/i-will-go-out-marches-women-safety-india/#rJUZM4s_Nmqg,,,,,
Lusaka,Rhodes Park,,Zambia,2018-01-20,,,,,,,Women's March Lusaka,Empower Voters to Support Women's Rights,1,1,Rally,0,0,0,0,1,1,https://marchonthepolls.org/event/womens-march-lusaka-metoo/,,,,,
Luxembourg,90 Rue Kohlenberg,,Luxembourg,2018-01-21,na,17,,20,,,Women's March Luxembourg; Democrats Abroad Luxembourg,Empower Voters to Support Women's Rights,1,1,Rally,0,0,0,0,1,1,https://actionnetwork.org/events/womens-solidarity-march-luxembourg,https://www.facebook.com/DemocratsAbroadLuxembourg/posts/1670044036393220,,,,
Lyon,Place des Terreaux,,France,2018-02-21,FB: 5,5,,5,,,Democrats Abroad Lyon,Empower Voters to Support Women's Rights,1,1,March,0,0,0,0,1,1,https://www.facebook.com/events/507919516248999/,,,,,
Madrid,Plaza de Isabel II,,Spain,2018-01-21,thousands,2000,,2000,,,Femen,Empower Voters to Support Women's Rights,1,1,March,0,0,0,0,1,1,https://twitter.com/FemenSpain/status/955161039561285638,https://www.facebook.com/events/1530479710354279/,https://www.euroweeklynews.com/3.0.15/news/on-euro-weekly-news/spain-news-in-english/1471270-spanish-demonstrators-mark-global-anti-trump-women%E2%80%99s-march-2-0,,,
Maitama,,Abuja,Nigeria,2018-01-21,,,,,,,Voice for Africa,Empower Voters to Support Women's Rights,1,1,March,0,0,0,0,1,1,https://actionnetwork.org/events/power-to-the-polls-4?referrer=ffac05fcaa3ec2037d77281acb8b0b43393aa62a&source=direct_link,,,,,
Medellin,Medellin Museum of Modern Art,,Colombia,2018-01-20,,,,,,,Resisterhood Medellin,Empower Voters to Support Women's Rights,1,1,March,0,0,0,0,1,1,https://actionnetwork.org/events/womens-march-anniversary-and-power-to-the-polls-picnic?referrer=&source=widget&email_referrer=&can_id=,,,,,
Melbourne,Alexandra Gardens,Victoria,Australia,2018-01-21,FB: 489,489,,489,,,Women's March,Empower Voters to Support Women's Rights,1,1,march,0,0,0,0,1,1,http://www.morganton.com/news/world/ap/the-latest-thousands-rally-across-australia-for-women/article_29445bbc-2e8b-5cfe-8c65-23e114840cc3.html,https://www.facebook.com/events/178183516264343/,,,,
Milan,Piazza della Scala,,Italy,2018-01-21,FB: 251,251,,251,,,Women's March,Empower Voters to Support Women's Rights,1,1,March,0,0,0,0,1,1,https://www.facebook.com/events/322311551606536/,,,,,
Montreal,Place-des-Arts,Quebec,Canada,2018-01-20,hundreds,200,,1512,,,"Centre des Femmes de l’UQÀM, Stella, and Black Lives Matter",Empower Voters to Support Women's Rights,1,1,Rally,0,0,0,0,1,1,http://www.mcgilltribune.com/news/manif-des-femmes-montreal-returns-with-empowering-messages-12318/,http://montrealgazette.com/news/local-news/womens-march-in-downtown-montreal-gets-underway-at-10-a-m,http://www.womensmarchcanada.com/women_s_march_canada_montreal_2018,,,
Mumbai,Shivaji Park,,India,2018-01-21,,,,,,,I Will Go Out,"Anti-harrassment, molestation, and mysogyny",0,1,March,0,0,0,0,1,1,http://www.dailymail.co.uk/indiahome/indianews/article-4145908/I-Women-march-India.html,https://www.facebook.com/events/332146977288991/,,,,
Munich,Siegestor to Marionplatz,Bavaria,Germany,2018-01-20,300 plus,300,,300,,,Munich-American Peace Committee & Democrats Abroad,Empower Voters to Support Women's Rights,1,1,March,0,0,0,0,1,1,https://www.facebook.com/events/1974515892809412/,http://munichnow.com/munich-joins-the-global-2018-womens-march-to-the-polls-photo-video/,,,,
Nagpur,,,India,2018-01-21,,,,,,,I Will Go Out,"Anti-harrassment, molestation, and mysogyny",0,1,March,0,0,0,0,1,1,http://www.dailymail.co.uk/indiahome/indianews/article-4145908/I-Women-march-India.html,https://www.facebook.com/events/332146977288991/,,,,
Nainamo,Diana Krall Plaza,BC,Canada,2018-01-20,FB: 425,425,,425,,,Nainamo Family Life Association,Confront gender-based violence,1,1,March,0,0,0,0,1,1,https://www.facebook.com/events/254139191787726/,http://www.womensmarchcanada.com/womens-march-canada-nanaimo-march-2018,,,,
New Delhi,,,India,2018-01-20,,,,,,,I Will Go Out,"Anti-harrassment, molestation, and mysogyny",0,1,March,0,0,0,0,1,1,http://www.dailymail.co.uk/indiahome/indianews/article-4145908/I-Women-march-India.html,,,,,
North West River,North West River Beach,Newfoundland,Canada,2018-01-20,,11,,11,,,Women's March Canada,Empower Voters to Support Women's Rights,1,1,March,0,0,0,0,1,1,http://www.womensmarchcanada.com/labanan/northwestriver_2018,,,,,
Oaxaca,Parque Llanos,Oaxaca,Mexico,2018-01-20,,200,,200,,,Women's March,Empower Voters to Support Women's Rights,1,1,Vigil,0,0,0,0,1,1,https://actionnetwork.org/events/womens-candlelight-vigil,https://www.youtube.com/watch?v=i-TlTw2Mc_0,,,,
Oslo,Youngstorget,,Norway,2018-01-21,FB: 1K,1000,,1000,,,Women's March,Empower Voters to Support Women's Rights,1,1,March,0,0,0,0,1,1,https://www.facebook.com/events/1626116247432336/,,,,,
Ottawa,,Ontario,Canada,2018-01-20,,6000,,8000,,,Women's March,Empower Voters to Support Women's Rights,1,1,March,0,0,0,0,1,1,https://ottawa.ctvnews.ca/video?clipId=1308619&binId=1.1164511&playlistPageNum=1#_gus&_gucid=&_gup=Facebook&_gsc=MAfwIYQ,http://ottawacitizen.com/news/local-news/thousands-show-up-on-hill-for-womens-march,,,,
Palayam,,,India,2018-01-21,,,,,,,I Will Go Out,"Anti-harrassment, molestation, and mysogyny",0,1,March,0,0,0,0,1,1,http://www.dailymail.co.uk/indiahome/indianews/article-4145908/I-Women-march-India.html,https://timesofindia.indiatimes.com/city/kochi/i-will-go-out/articleshow/56717254.cms,,,,
Paris,near the Eiffel Tower,,France,2018-01-21,FB: 138,138,,138,,,Women's March,Empower Voters to Support Women's Rights,1,1,March,0,0,0,0,1,1,https://www.facebook.com/events/1743717795935516/,https://www.abqjournal.com/1122341/global-female-empowerment-marches-enter-second-day.html,,,,
Puducherry,,,India,2018-01-21,,,,,,,I Will Go Out,"Anti-harrassment, molestation, and mysogyny",0,1,March,0,0,0,0,1,1,https://mashable.com/2017/01/23/i-will-go-out-marches-women-safety-india/#rJUZM4s_Nmqg,,,,,
Puerto Vallarta,Olas Altas 425,Jalisco,Mexico,2018-01-21,FB: 10,10,,10,,,Women's March,Empower Voters to Support Women's Rights,1,1,March,0,0,0,0,1,1,https://www.facebook.com/events/147070562568250/,,,,,
Pune,MG Road,,India,2018-01-21,,,,,,,I Will Go Out,"Anti-harrassment, molestation, and mysogyny",0,0,March,0,0,0,0,1,1,https://www.facebook.com/events/332146977288991/,,,,,
Queenstown,Queenstown Info Centre,,New Zealand,2018-01-20,,,,,,,Women's March,Empower Voters to Support Women's Rights,1,1,March,0,0,0,0,1,1,https://actionnetwork.org/events/queenstown-new-zealand-march?referrer=&source=widget&email_referrer=&can_id=,,,,,
Quito,Avenido Portugal,,Ecuador,2018-01-21,,,,,,,Democrats Abroad Quito,Empower Voters to Support Women's Rights,1,1,Gathering,0,0,0,0,1,1,https://actionnetwork.org/events/meet-and-greet-quito-democrats-abroad,,,,,
Ranchi,,,India,2018-01-21,,,,,,,I Will Go Out,"Anti-harrassment, molestation, and mysogyny",0,1,March,0,0,0,0,1,1,http://www.dailymail.co.uk/indiahome/indianews/article-4145908/I-Women-march-India.html,,,,,
Regina,YWCA,Saskatchewan,Canada,2018-01-20,FB: 401,401,,478,,,Women's March,Empower Voters to Support Women's Rights,1,1,March,0,0,0,0,1,1,https://www.facebook.com/events/168497433757365/,http://www.womensmarchcanada.com/womens-march-canada-regina-march-2018,,,,
Roberts Creek,The Gumboot Cafe,BC,Canada,2018-01-20,,48,,48,,,Women's March Canada,Empower Voters to Support Women's Rights,1,1,March,0,0,0,0,1,1,http://www.womensmarchcanada.com/leahcollison/women_s_march_canada_roberts_creek_bc,,,,,
Rome,Piazza Santi Apostoli,,Italy,2018-01-20,dozens,24,,24,,,Rome Resists,Empower Voters to Support Women's Rights,1,1,March,0,0,0,0,1,1,https://actionnetwork.org/events/womens-march-rome,http://www.wkyc.com/article/news/nation-now/the-real-march-is-on-election-day-women-march-around-the-world-for-a-second-day/465-9c7f9fb8-21d3-41c7-8768-f553eb0a9a2b,http://woodtv.com/2018/01/20/thousands-march-for-womens-rights-encourage-voting/,,,
Saipan,,Northern Mariana Islands,US,2018-02-21,FB: 62,62,,62,,,Women's March,Empower Voters to Support Women's Rights,1,1,March,0,0,0,0,1,1,https://www.facebook.com/events/139876786700682/,,,,,
Salmon Arm,City Hall,BC,Canada,2018-01-20,,13,,13,,,Women's March Canada,Empower Voters to Support Women's Rights,1,1,March,0,0,0,0,1,1,http://www.womensmarchcanada.com/2018_marches,,,,,
Salt Spring Island,Salt Spring Library Steps,BC,Canada,2018-01-20,,1,,1,,,Women's March Canada,Empower Voters to Support Women's Rights,1,1,March,0,0,0,0,1,1,http://www.womensmarchcanada.com/marcdav43540949/salt_spring_walks_in_silent_solidarity,,,,,
San Carlos,Palapa Griega,Sonora,Mexico,2018-01-20,,,,,,,Women's March,Empower Voters to Support Women's Rights,1,1,March,0,0,0,0,1,1,https://actionnetwork.org/events/womens-march-san-carlos-mujeres-adelante,,,,,
San Felipe,San Felipe Sign,BC,Mexico,2018-01-21,,,,,,,Women's March,Empower Voters to Support Women's Rights,1,1,March,0,0,0,0,1,1,https://actionnetwork.org/events/rally-in-solidarity-of-womens-march?referrer=&source=widget&email_referrer=&can_id=,,,,,
San Jose,Correo Central to Plaza de la Cultura,,Costa Rica,2018-01-20,FB: 21,21,,21,,,Women's March  ,Empower Voters to Support Women's Rights,1,1,March,0,0,0,0,1,1,https://www.facebook.com/events/319614655200178/,,,,,
San Miguel de Allende,Juarez Park,San Miguel de Allende,Mexico,2018-01-20,,,,,,,Women's March and Democrats Abroad,Empower Voters to Support Women's Rights,1,1,Rally,0,0,0,0,1,1,https://actionnetwork.org/events/power-to-the-polls-san-miguel-de-allende-rally?referrer=&source=widget&email_referrer=&can_id=,,,,,
Sandy Cove,Village of Sandy Cove,Nova Scotia,Canada,2018-01-20,na,32,,32,,,Women's March,Empower Voters to Support Women's Rights,1,1,March,0,0,0,0,1,1,http://www.cbc.ca/news/canada/nova-scotia/sandy-cove-womens-march-international-attention-1.4497363,http://www.independent.co.uk/news/world/americas/womens-march-canada-nova-scotia-a8171261.html,,,,
Saskatoon,River Landing,Saskatchewan,Canada,2018-01-20,about 400,400,,400,,,Women's March ,Empower Voters to Support Women's Rights,1,1,March,0,0,0,0,1,1,http://www.cbc.ca/news/canada/saskatoon/grab-em-patriarchy-signs-for-change-2018-women-s-march-1.4496813,,,,,
Seville,,,Spain,2018-01-20,FB: 5,5,,5,,,American Resisters,Empower Voters to Support Women's Rights,1,1,March,0,0,0,0,1,1,https://www.facebook.com/events/1433389903454249/,,,,,
Shanghai,Sproutworks,,China,2018-01-21,,,,,,,Democrats Abroad China,Empower Voters to Support Women's Rights,1,1,Rally & Voter Drive,0,0,0,0,1,1,https://www.facebook.com/events/2049222891981233/,https://actionnetwork.org/events/democrats-abroad-china-shanghai?referrer=&source=widget&email_referrer=&can_id=,,,,
Sheffield,Sheffield Town Hall,,UK,2018-01-21,,,,,,,Women's March and Democrats Abroad,Empower Voters to Support Women's Rights,1,1,March,0,0,0,0,1,1,https://m.facebook.com/events/180773822657177/,,,,,
